sku_id,sku_name,sales_month,monthly_revenue,prev_month_revenue,revenue_change,pct_change_revenue,monthly_units,prev_month_units
1122,Dairy_Yogurt_1122,2024-09-01,1738.000020980835,5295.528084182739,-3557.528063201904,-67.18,55,190
1104,Grocery_Pasta_1104,2021-03-01,1816.3200721740723,5519.98522567749,-3703.665153503418,-67.10,86,303
1175,Household_Trash Bags_1175,2024-09-01,3710.080009460449,11257.648093414311,-7547.568083953862,-67.04,62,217
1178,Beverages_Soft Drinks_1178,2021-09-01,1340.6400299072266,4066.8299720764167,-2726.18994216919,-67.03,56,190
1097,Snacks_Crackers_1097,2022-03-01,151.37999391555786,458.3099935054779,-306.92999958992004,-66.97,58,235
1119,Grocery_Pasta_1119,2025-04-01,1623.1499862670898,4900.549975585938,-3277.3999893188484,-66.88,45,194
1193,Beverages_Tea_1193,2025-09-01,762.8499937057495,2296.8739484786984,-1534.0239547729489,-66.79,55,185
1098,Electronics_Mobile Accessories_1098,2023-09-01,6418.859924316406,19293.37385253906,-12874.513928222656,-66.73,62,240
1134,Household_Paper Products_1134,2025-04-01,788.0319961547851,2368.3000183105464,-1580.2680221557612,-66.73,58,235
1115,Household_Paper Products_1115,2021-03-01,2962.7400817871094,8892.916631889342,-5930.176550102233,-66.68,67,243
1150,Electronics_Batteries_1150,2022-03-01,7455.8399658203125,22233.839782714844,-14777.999816894531,-66.47,56,230
1146,Snacks_Chocolates_1146,2024-09-01,1257.9800567626953,3750.0720926284794,-2492.092035865784,-66.45,62,212
1082,Household_Detergent_1082,2021-03-01,3036.8799896240234,9035.377873611445,-5998.497883987422,-66.39,68,242
1037,Electronics_Cables_1037,2025-09-01,10178.490417480469,30219.1782485962,-20040.68783111573,-66.32,57,185
1171,Personal Care_Toothpaste_1171,2022-09-01,2708.5498809814453,8038.259811401367,-5329.709930419922,-66.30,65,214
1158,Snacks_Crackers_1158,2021-03-01,370.7699990272522,1096.0609803438185,-725.2909813165663,-66.17,51,186
1150,Electronics_Batteries_1150,2025-04-01,7317.379959106445,21564.899620056152,-14247.519660949707,-66.07,57,240
1067,Grocery_Cereals_1067,2021-03-01,3370.759979248047,9901.493582344057,-6530.7336030960105,-65.96,68,235
1092,Household_Detergent_1092,2023-09-01,1522.2600288391113,4469.599961853028,-2947.3399330139164,-65.94,54,205
1191,Dairy_Butter_1191,2025-04-01,469.7549822330475,1378.5749552249908,-908.8199729919434,-65.92,50,203
1149,Electronics_Chargers_1149,2021-03-01,6525.540115356445,19124.982276535044,-12599.442161178598,-65.88,63,216
1055,Dairy_Butter_1055,2021-03-01,846.6400260925293,2481.122073173523,-1634.4820470809937,-65.88,76,266
1062,Personal Care_Deodorant_1062,2021-03-01,2509.480026245117,7350.939948272702,-4841.459922027585,-65.86,86,293
1067,Grocery_Cereals_1067,2024-09-01,3172.47998046875,9272.224043273925,-6099.744062805175,-65.79,64,211
1181,Personal Care_Soap_1181,2021-03-01,3050.1900482177734,8890.728032684325,-5840.537984466551,-65.69,79,273
1131,Snacks_Crackers_1131,2022-09-01,1431.669958114624,4161.862027740479,-2730.192069625855,-65.60,61,199
1164,Electronics_Cables_1164,2024-09-01,12951.840362548828,37596.08400878906,-24644.243646240233,-65.55,66,214
1025,Household_Detergent_1025,2024-09-01,652.9599647521973,1895.3779611587524,-1242.4179964065552,-65.55,77,249
1003,Household_Cleaning Supplies_1003,2021-09-01,852,2471.0400226593015,-1619.0400226593015,-65.52,71,231
1150,Electronics_Batteries_1150,2021-09-01,8387.819961547852,24282.42609863281,-15894.60613708496,-65.46,63,201
1173,Electronics_Batteries_1173,2021-03-01,14231.460159301758,41118.76753234863,-26887.307373046875,-65.39,87,288
1115,Household_Paper Products_1115,2021-09-01,3272.2800903320312,9426.659997177125,-6154.3799068450935,-65.29,74,243
1176,Snacks_Chocolates_1176,2024-09-01,437.1199951171875,1257.3450014591217,-820.2250063419342,-65.23,64,204
1030,Dairy_Cream_1030,2025-09-01,1564.8400650024414,4499.352095031738,-2934.5120300292965,-65.22,71,233
1144,Household_Detergent_1144,2025-09-01,780.8400020599365,2243.760026931762,-1462.9200248718253,-65.20,54,178
1018,Personal Care_Deodorant_1018,2025-04-01,3192.643997192383,9163.539043426514,-5970.895046234131,-65.16,64,236
1029,Grocery_Canned Goods_1029,2025-04-01,2021.912974357605,5797.899033546448,-3775.986059188843,-65.13,74,294
1146,Snacks_Chocolates_1146,2025-09-01,1460.8800659179688,4187.5461252212535,-2726.666059303285,-65.11,72,229
1101,Snacks_Crackers_1101,2025-04-01,1418.928006362915,4067.3360551834107,-2648.4080488204954,-65.11,60,228
1164,Electronics_Cables_1164,2021-03-01,13344.320373535156,38196.26091384888,-24851.94054031372,-65.06,68,226
1194,Dairy_Butter_1194,2022-09-01,712.6200084686279,2036.6550207138057,-1324.0350122451778,-65.01,74,239
1042,Grocery_Canned Goods_1042,2024-09-01,2514.4000854492188,7177.714098358154,-4663.314012908935,-64.97,56,180
1146,Snacks_Chocolates_1146,2022-09-01,1176.820053100586,3358.5020910263065,-2181.6820379257206,-64.96,58,187
1117,Snacks_Crackers_1117,2024-09-01,636.1599731445312,1809.9549412727356,-1173.7949681282043,-64.85,64,202
1065,Electronics_Chargers_1065,2021-09-01,10669.800109863281,30341.63044128417,-19671.83033142089,-64.83,60,190
1192,Dairy_Milk_1192,2022-09-01,1471.989953994751,4182.546984481812,-2710.5570304870607,-64.81,67,213
1040,Electronics_Mobile Accessories_1040,2023-09-01,4657.400016784668,13230.031826782224,-8572.631809997556,-64.80,55,198
1034,Household_Cleaning Supplies_1034,2024-09-01,3741.400089263916,10629.720023345946,-6888.31993408203,-64.80,65,209
1025,Household_Detergent_1025,2021-03-01,627.5199661254883,1779.9584551334378,-1152.4384890079496,-64.75,74,249
1107,Electronics_Mobile Accessories_1107,2021-03-01,12861.600341796875,36367.552101135254,-23505.95175933838,-64.63,80,272
1012,Beverages_Juices_1012,2023-03-01,886.6080162048341,2505.065999984741,-1618.457983779907,-64.61,69,206
1127,Grocery_Rice_1127,2021-09-01,1491.390022277832,4212.215954589844,-2720.825932312012,-64.59,73,232
1054,Snacks_Chips_1054,2024-09-01,552.1599807739258,1558.469964981079,-1006.3099842071533,-64.57,56,179
1165,Personal Care_Skincare_1165,2021-09-01,882.2999610900879,2489.4699211120605,-1607.1699600219727,-64.56,51,161
1067,Grocery_Cereals_1067,2025-04-01,2528.069984436035,7125.280042266846,-4597.210057830811,-64.52,51,208
1165,Personal Care_Skincare_1165,2025-04-01,1183.838948726654,3320.04287481308,-2136.203926086426,-64.34,72,273
1136,Personal Care_Shampoo_1136,2025-09-01,3436.5300521850586,9626.991857910152,-6190.461805725094,-64.30,57,184
1102,Snacks_Biscuits_1102,2022-03-01,1206.2400512695312,3378.2400598526,-2172.000008583069,-64.29,56,215
1092,Household_Detergent_1092,2021-09-01,1494.0700283050537,4178.529105949402,-2684.4590776443483,-64.24,53,164
1029,Grocery_Canned Goods_1029,2024-09-01,1980.8999729156494,5535.360044479371,-3554.4600715637216,-64.21,71,225
1192,Dairy_Milk_1192,2021-03-01,1647.749948501587,4604.258935737611,-2956.508987236024,-64.21,75,249
1133,Electronics_Mobile Accessories_1133,2021-03-01,2504.899887084961,6996.539863586426,-4491.639976501465,-64.20,74,240
1159,Electronics_Batteries_1159,2025-04-01,9689.358114624023,27025.768484497068,-17336.410369873047,-64.15,59,215
1193,Beverages_Tea_1193,2025-04-01,776.1679939270019,2163.9629944801336,-1387.7950005531316,-64.13,58,232
1001,Electronics_Chargers_1001,2022-09-01,10367.279846191406,28830.480468749993,-18463.200622558586,-64.04,63,198
1032,Snacks_Chocolates_1032,2022-09-01,788.3199920654297,2189.2640316009524,-1400.9440395355227,-63.99,52,168
1139,Dairy_Cream_1139,2025-09-01,1203.6299514770508,3330.7259708404536,-2127.096019363403,-63.86,53,163
1119,Grocery_Pasta_1119,2021-09-01,1875.6399841308594,5188.743894958495,-3313.1039108276354,-63.85,52,164
1028,Household_Paper Products_1028,2024-09-01,2673.919921875,7373.139743041989,-4699.219821166989,-63.73,64,197
1125,Personal Care_Toothpaste_1125,2021-03-01,1995.7799491882324,5496.4439453125,-3500.663996124267,-63.69,74,246
1160,Snacks_Nuts_1160,2025-04-01,339.66399068832396,934.1309783935549,-594.4669877052308,-63.64,57,223
1069,Grocery_Spices_1069,2022-09-01,2106.49995803833,5792.109027099611,-3685.609069061281,-63.63,55,167
1125,Personal Care_Toothpaste_1125,2025-09-01,1860.92995262146,5107.953025817871,-3247.023073196411,-63.57,69,220
1111,Snacks_Nuts_1111,2023-03-01,863.2000232696535,2369.7340742111205,-1506.534050941467,-63.57,86,220
1077,Household_Cleaning Supplies_1077,2021-03-01,3712.7998809814453,10185.80472373962,-6473.004842758175,-63.55,78,257
1028,Household_Paper Products_1028,2025-09-01,2673.919921875,7335.519740295408,-4661.599818420408,-63.55,64,198
1185,Personal Care_Toothpaste_1185,2022-09-01,5959.02995300293,16348.525104522705,-10389.495151519775,-63.55,77,235
1200,Beverages_Juices_1200,2023-09-01,411.949987411499,1129.9039611816406,-717.9539737701416,-63.54,55,193
1016,Grocery_Rice_1016,2021-03-01,1710.7200469970703,4684.306129264833,-2973.5860822677623,-63.48,88,289
1024,Grocery_Canned Goods_1024,2021-09-01,501.02999782562256,1367.8079832077028,-866.7779853820803,-63.37,57,175
1071,Grocery_Canned Goods_1071,2025-04-01,353.7059856176376,962.9519678592682,-609.2459822416306,-63.27,68,254
1040,Electronics_Mobile Accessories_1040,2021-09-01,4826.7600173950195,13112.544956207277,-8285.784938812258,-63.19,57,171
1193,Beverages_Tea_1193,2022-09-01,776.7199935913086,2110.0919391632083,-1333.3719455718997,-63.19,56,178
1115,Household_Paper Products_1115,2022-03-01,3006.9600830078125,8166.210082054138,-5159.249999046326,-63.18,68,263
1118,Dairy_Milk_1118,2021-03-01,1848.6000595092773,5016.863994598389,-3168.2639350891113,-63.15,78,255
1068,Electronics_Chargers_1068,2021-03-01,7797.379699707031,21162.021327972412,-13364.64162826538,-63.15,82,265
1200,Beverages_Juices_1200,2022-09-01,531.7899837493896,1442.68795337677,-910.8979696273805,-63.14,71,216
1197,Electronics_Mobile Accessories_1197,2022-03-01,1002.0599956512451,2717.970012664795,-1715.9100170135498,-63.13,57,194
1164,Electronics_Cables_1164,2022-03-01,12951.840362548828,35090.16456604004,-22138.32420349121,-63.09,66,251
1059,Electronics_Cables_1059,2022-09-01,1295.029972076416,3507.520034790039,-2212.490062713623,-63.08,61,188
1074,Personal Care_Skincare_1074,2025-04-01,3851.07488822937,10418.974714279175,-6567.899826049805,-63.04,64,230
1017,Household_Paper Products_1017,2023-03-01,3159.178005218506,8544.802452850341,-5385.624447631835,-63.03,81,234
1068,Electronics_Chargers_1068,2021-09-01,5515.219787597656,14896.721823120122,-9381.502035522466,-62.98,58,173
1170,Dairy_Yogurt_1170,2022-03-01,1320.599952697754,3562.8598823547363,-2242.2599296569824,-62.93,62,218
1068,Electronics_Chargers_1068,2025-09-01,6275.939758300781,16918.293957519534,-10642.354199218753,-62.90,66,203
1009,Electronics_Batteries_1009,2021-03-01,7275.999755859375,19598.670361328128,-12322.670605468753,-62.88,80,256
1026,Snacks_Biscuits_1026,2025-04-01,295.9439908981323,795.491987800598,-499.54799690246574,-62.80,56,213
1163,Household_Paper Products_1163,2022-09-01,2430.3499603271484,6528.950083923341,-4098.600123596192,-62.78,65,194
1089,Electronics_Mobile Accessories_1089,2021-09-01,4418.649795532227,11871.449752807615,-7452.799957275389,-62.78,67,199
1060,Household_Detergent_1060,2022-09-01,2231.379981994629,5993.492044830321,-3762.112062835692,-62.77,59,175
1132,Dairy_Butter_1132,2025-04-01,1700.7699489593506,4559.704961967468,-2858.9350130081175,-62.70,54,203
1096,Electronics_Mobile Accessories_1096,2021-03-01,8270.170066833496,22166.535501861574,-13896.365435028078,-62.69,73,242
1166,Grocery_Spices_1166,2021-09-01,3600.359977722168,9641.798901367189,-6041.438923645021,-62.66,73,220
1198,Dairy_Cheese_1198,2021-03-01,2046.8899879455566,5482.080047607422,-3435.1900596618652,-62.66,79,256
1140,Personal Care_Shampoo_1140,2022-09-01,2401.9498977661133,6428.825695037842,-4026.8757972717285,-62.64,67,201
1022,Household_Cleaning Supplies_1022,2025-04-01,2876.396982192993,7699.585865020752,-4823.188882827759,-62.64,54,219
1006,Beverages_Coffee_1006,2021-03-01,959.1199913024902,2566.9749307632446,-1607.8549394607544,-62.64,76,245
1199,Electronics_Cables_1199,2021-03-01,18391.199951171875,49218.12084197998,-30826.920890808105,-62.63,80,251
1016,Grocery_Rice_1016,2025-04-01,1321.5340353012084,3535.7810153007517,-2214.2469799995433,-62.62,69,265
1075,Snacks_Crackers_1075,2023-03-01,1046.689988899231,2785.3999447822566,-1738.7099558830257,-62.42,88,250
1079,Beverages_Juices_1079,2023-09-01,270.3999900817871,719.4719736099244,-449.07198352813725,-62.42,52,165
1129,Electronics_Chargers_1129,2023-03-01,13682.207666015625,36382.24706115722,-22700.039395141597,-62.39,96,283
1122,Dairy_Yogurt_1122,2021-03-01,3002.000036239624,7980.343133544921,-4978.343097305297,-62.38,95,295
1036,Electronics_Mobile Accessories_1036,2022-03-01,6353.080238342285,16855.795417785645,-10502.71517944336,-62.31,71,254
1168,Snacks_Chips_1168,2024-09-01,1070.7200469970703,2840.0969547271725,-1769.3769077301022,-62.30,56,170
1183,Electronics_Batteries_1183,2023-09-01,8696.349563598633,23054.51121826172,-14358.161654663087,-62.28,65,213
1187,Personal Care_Skincare_1187,2025-09-01,4566.39990234375,12103.654028320314,-7537.254125976564,-62.27,64,193
1183,Electronics_Batteries_1183,2021-03-01,11104.569442749023,29401.839378356934,-18297.26993560791,-62.23,83,260
1130,Snacks_Nuts_1130,2024-09-01,1163.3400421142578,3077.8740612030024,-1914.5340190887446,-62.20,69,205
1044,Snacks_Biscuits_1044,2022-03-01,1198.450050354004,3162.030080795288,-1963.5800304412842,-62.10,55,202
1150,Electronics_Batteries_1150,2022-09-01,9186.659957885742,24233.24714813233,-15046.587190246588,-62.09,69,205
1161,Electronics_Batteries_1161,2022-09-01,4711.620208740234,12406.119236755374,-7694.49902801514,-62.02,57,167
1153,Electronics_Batteries_1153,2025-09-01,10768.24008178711,28343.214340209954,-17574.974258422844,-62.01,67,202
1018,Personal Care_Deodorant_1018,2024-09-01,3695.7199897766113,9716.019924163817,-6020.299934387205,-61.96,67,198
1020,Beverages_Juices_1020,2021-03-01,687.2400026321411,1806.2975318431859,-1119.0575292110448,-61.95,69,216
1005,Household_Paper Products_1005,2021-09-01,1504.5000648498535,3953.2951240539546,-2448.795059204101,-61.94,85,249
1153,Electronics_Batteries_1153,2021-03-01,14625.520111083984,38428.26673049927,-23802.746619415288,-61.94,91,286
1027,Snacks_Chips_1027,2025-04-01,380.8940116882324,999.8540184020991,-618.9600067138667,-61.91,65,249
1026,Snacks_Biscuits_1026,2022-09-01,387.5999870300293,1017.3929991722107,-629.7930121421814,-61.90,68,203
1160,Snacks_Nuts_1160,2022-09-01,364.61998987197876,956.8439826965332,-592.2239928245544,-61.89,59,175
1079,Beverages_Juices_1079,2025-09-01,306.79998874664307,804.2319705009461,-497.431981754303,-61.85,59,171
1118,Dairy_Milk_1118,2023-09-01,1303.50004196167,3411.8520011901855,-2108.3519592285156,-61.79,55,176
1102,Snacks_Biscuits_1102,2021-03-01,1529.3400650024414,4000.2030160903923,-2470.862951087951,-61.77,71,224
1044,Snacks_Biscuits_1044,2024-09-01,1743.2000732421875,4559.2461715698255,-2816.046098327638,-61.77,80,229
1118,Dairy_Milk_1118,2025-09-01,1422.0000457763672,3718.767043495179,-2296.766997718812,-61.76,60,178
1075,Snacks_Crackers_1075,2024-09-01,962.6399917602539,2514.021959877014,-1551.3819681167602,-61.71,72,212
1168,Snacks_Chips_1168,2021-09-01,1147.200050354004,2993.0569614410388,-1845.8569110870349,-61.67,60,178
1118,Dairy_Milk_1118,2021-09-01,2156.7000694274902,5625.6690595626815,-3468.9689901351912,-61.66,91,271
1052,Snacks_Crackers_1052,2022-09-01,1251.0000228881836,3260.541054344177,-2009.5410314559936,-61.63,75,220
1067,Grocery_Cereals_1067,2021-09-01,3370.759979248047,8776.963063049317,-5406.203083801271,-61.60,68,205
1015,Dairy_Cream_1015,2025-09-01,1682.0599479675293,4377.461949920655,-2695.4020019531254,-61.57,62,183
1017,Household_Paper Products_1017,2021-09-01,2637.029972076416,6859.592952346803,-4222.562980270387,-61.56,61,179
1039,Beverages_Soft Drinks_1039,2022-09-01,1865.5199890136719,4845.815950012207,-2980.2959609985355,-61.50,72,214
1164,Electronics_Cables_1164,2025-04-01,14213.673355102539,36907.05715942383,-22693.38380432129,-61.49,76,261
1012,Beverages_Juices_1012,2022-09-01,860.1000232696533,2232.593982124328,-1372.4939588546745,-61.48,61,180
1121,Grocery_Rice_1121,2022-09-01,2104.0799446105957,5456.336014175416,-3352.25606956482,-61.44,66,197
1019,Electronics_Cables_1019,2022-03-01,16101.360046386719,41710.589263916016,-25609.229217529297,-61.40,76,273
1013,Grocery_Cereals_1013,2022-03-01,2494.1000747680664,6459.930054187775,-3965.8299794197083,-61.39,70,236
1106,Snacks_Chocolates_1106,2024-09-01,767.039981842041,1982.9549402236937,-1215.9149583816527,-61.32,68,195
1017,Household_Paper Products_1017,2023-09-01,2766.719970703125,7149.970073699951,-4383.250102996826,-61.30,64,196
1071,Grocery_Canned Goods_1071,2023-03-01,417.40198402404786,1075.1674885749817,-657.7655045509339,-61.18,89,236
1003,Household_Cleaning Supplies_1003,2021-03-01,1020,2625.959969520569,-1605.9599695205688,-61.16,85,271
1154,Household_Cleaning Supplies_1154,2021-03-01,1271.2000274658203,3272.801061820984,-2001.6010343551638,-61.16,80,252
1105,Beverages_Water_1105,2023-09-01,971.2800521850586,2499.952085876464,-1528.6720336914054,-61.15,57,182
1185,Personal Care_Toothpaste_1185,2024-09-01,5417.299957275391,13934.730125427246,-8517.430168151855,-61.12,70,204
1093,Snacks_Chips_1093,2022-09-01,462.8400011062622,1189.271981430054,-726.4319803237918,-61.08,58,173
1128,Grocery_Spices_1128,2021-03-01,2152.9799938201904,5530.846512031556,-3377.8665182113655,-61.07,81,250
1081,Snacks_Nuts_1081,2021-03-01,814.8600339889526,2092.8300619125366,-1277.970027923584,-61.06,81,258
1047,Household_Detergent_1047,2021-09-01,2311.0400390625,5930.800048828125,-3619.760009765625,-61.03,64,184
1022,Household_Cleaning Supplies_1022,2022-09-01,4056.679977416992,10406.737997055054,-6350.0580196380615,-61.02,74,217
1154,Household_Cleaning Supplies_1154,2025-04-01,921.6200199127197,2363.5360202789307,-1441.916000366211,-61.01,58,212
1140,Personal Care_Shampoo_1140,2024-09-01,2437.7998962402344,6248.06969833374,-3810.269802093506,-60.98,68,199
1174,Electronics_Mobile Accessories_1174,2022-09-01,15173.550384521484,38872.559600830085,-23699.0092163086,-60.97,63,188
1142,Electronics_Mobile Accessories_1142,2023-09-01,922.7600202560425,2362.736048316956,-1439.9760280609134,-60.95,59,186
1109,Electronics_Batteries_1109,2022-09-01,2365.3499603271484,6054.479946899415,-3689.1299865722667,-60.93,65,185
1081,Snacks_Nuts_1081,2022-09-01,583.4800243377686,1493.320044136048,-909.8400197982794,-60.93,58,169
1093,Snacks_Chips_1093,2021-09-01,502.74000120162964,1286.1179862499234,-783.3779850482938,-60.91,63,180
1043,Electronics_Batteries_1043,2022-09-01,1547.700050354004,3955.9800979614247,-2408.280047607421,-60.88,66,190
1098,Electronics_Mobile Accessories_1098,2021-03-01,8696.519897460938,22223.4198852539,-13526.899987792964,-60.87,84,261
1091,Dairy_Butter_1091,2022-03-01,559.3599853515625,1429.0399762392044,-869.6799908876419,-60.86,64,233
1066,Household_Cleaning Supplies_1066,2024-09-01,3534.379913330078,9027.81982574463,-5493.439912414551,-60.85,71,211
1180,Grocery_Spices_1180,2025-09-01,436.7999801635742,1114.7639728069307,-677.9639926433565,-60.82,52,150
1184,Snacks_Chocolates_1184,2025-09-01,1434.239990234375,3660.3089929580674,-2226.0690027236924,-60.82,64,181
1103,Dairy_Milk_1103,2021-03-01,2917.6399536132812,7442.585571861267,-4524.945618247986,-60.80,76,233
1141,Beverages_Coffee_1141,2021-09-01,515.4499883651733,1313.3299763202667,-797.8799879550934,-60.75,61,172
1039,Beverages_Soft Drinks_1039,2021-03-01,2098.709987640381,5341.006047439576,-3242.296059799195,-60.71,81,250
1157,Household_Cleaning Supplies_1157,2021-03-01,994.8400077819824,2530.6739468574524,-1535.83393907547,-60.69,68,219
1176,Snacks_Chocolates_1176,2021-09-01,512.2499942779541,1302.6900043487549,-790.4400100708008,-60.68,75,215
1059,Electronics_Cables_1059,2023-09-01,1252.5699729919434,3184.099922180176,-1931.5299491882324,-60.66,59,195
1060,Household_Detergent_1060,2024-09-01,2798.679977416992,7108.85606689453,-4310.176089477538,-60.63,74,210
1040,Electronics_Mobile Accessories_1040,2025-09-01,5842.920021057129,14832.303907775879,-8989.38388671875,-60.61,69,201
1094,Grocery_Rice_1094,2021-03-01,1692,4294.179446887969,-2602.179446887969,-60.60,72,208
1151,Electronics_Cables_1151,2025-09-01,10419.289688110352,26401.138511657715,-15981.848823547363,-60.53,73,211
1160,Snacks_Nuts_1160,2024-11-01,351.30599036216734,889.9199752807617,-538.6139849185944,-60.52,58,144
