cust_id,city,total_spend,avg_customer_spend
2030,Dubai,13344.439571642877,10358.992556933496
4398,Sharjah,13342.305051827432,10358.992556933496
4572,Dubai,13335.914455795288,10358.992556933496
828,Abu Dhabi,13333.929981565474,10358.992556933496
1604,Abu Dhabi,13332.466988706587,10358.992556933496
3169,Dubai,13332.451449227334,10358.992556933496
1843,Dubai,13331.407054471973,10358.992556933496
1591,Dubai,13330.960932421689,10358.992556933496
878,Abu Dhabi,13330.785027003287,10358.992556933496
4959,Dubai,13326.631378126147,10358.992556933496
142,Sharjah,13322.152943897245,10358.992556933496
2919,Dubai,13317.819923877716,10358.992556933496
590,Abu Dhabi,13317.441478276254,10358.992556933496
3294,Dubai,13317.100481152536,10358.992556933496
372,Sharjah,13303.695464968683,10358.992556933496
1878,Dubai,13302.898487901686,10358.992556933496
1111,Abu Dhabi,13301.804929590224,10358.992556933496
2250,Abu Dhabi,13300.597975993154,10358.992556933496
4343,Dubai,13295.829564309119,10358.992556933496
2744,Sharjah,13290.697977256772,10358.992556933496
1508,Abu Dhabi,13289.85942349434,10358.992556933496
3337,Dubai,13289.548009419439,10358.992556933496
4017,Sharjah,13281.794416904451,10358.992556933496
1431,Dubai,13280.225033402445,10358.992556933496
1583,Dubai,13270.349979424476,10358.992556933496
2679,Sharjah,13264.856028699875,10358.992556933496
3043,Abu Dhabi,13258.21347692013,10358.992556933496
2812,Dubai,13258.15894203186,10358.992556933496
4567,Abu Dhabi,13257.990950250623,10358.992556933496
506,Sharjah,13257.966570854189,10358.992556933496
3636,Abu Dhabi,13257.048057603835,10358.992556933496
2900,Abu Dhabi,13254.596494197847,10358.992556933496
713,Dubai,13247.619119024277,10358.992556933496
366,Dubai,13247.482035779954,10358.992556933496
4731,Dubai,13243.003998816015,10358.992556933496
1481,Dubai,13242.880019164084,10358.992556933496
1957,Abu Dhabi,13238.709993600844,10358.992556933496
916,Abu Dhabi,13232.608510303498,10358.992556933496
2524,Dubai,13232.433053421975,10358.992556933496
245,Dubai,13225.287601685524,10358.992556933496
1477,Dubai,13222.281419920922,10358.992556933496
3698,Abu Dhabi,13220.729975128175,10358.992556933496
4450,Dubai,13216.355481910705,10358.992556933496
4945,Dubai,13210.936975789069,10358.992556933496
795,Sharjah,13204.6055290699,10358.992556933496
227,Abu Dhabi,13201.602560853958,10358.992556933496
4472,Abu Dhabi,13199.531512832642,10358.992556933496
1093,Abu Dhabi,13199.414541840551,10358.992556933496
4513,Dubai,13199.327978229521,10358.992556933496
483,Dubai,13193.200997710226,10358.992556933496
2930,Dubai,13193.056548690796,10358.992556933496
1537,Dubai,13181.439472126962,10358.992556933496
4239,Dubai,13181.066568374634,10358.992556933496
2170,Dubai,13177.97700893879,10358.992556933496
1679,Dubai,13172.002991116047,10358.992556933496
1842,Dubai,13168.847646141048,10358.992556933496
4645,Dubai,13159.617518115047,10358.992556933496
4088,Dubai,13154.913594007494,10358.992556933496
707,Dubai,13153.737023663522,10358.992556933496
4783,Dubai,13153.22909834385,10358.992556933496
2252,Dubai,13148.528515124322,10358.992556933496
386,Abu Dhabi,13146.054046106336,10358.992556933496
3045,Dubai,13142.910427713394,10358.992556933496
838,Sharjah,13141.6519990921,10358.992556933496
2439,Dubai,13139.789487552645,10358.992556933496
946,Dubai,13138.105988693236,10358.992556933496
4630,Dubai,13137.223875045775,10358.992556933496
1701,Dubai,13136.444032478334,10358.992556933496
4366,Dubai,13135.431006383895,10358.992556933496
1706,Dubai,13135.053492212293,10358.992556933496
4500,Sharjah,13131.903979253766,10358.992556933496
4361,Abu Dhabi,13116.534476304056,10358.992556933496
3476,Sharjah,13115.484585142138,10358.992556933496
340,Abu Dhabi,13111.310521292684,10358.992556933496
2774,Dubai,13105.106578159333,10358.992556933496
190,Sharjah,13104.22248315811,10358.992556933496
3495,Sharjah,13101.779001259807,10358.992556933496
2350,Dubai,13095.05444974899,10358.992556933496
601,Abu Dhabi,13094.66641819477,10358.992556933496
4811,Dubai,13093.031987810138,10358.992556933496
1812,Dubai,13091.451990270614,10358.992556933496
2386,Dubai,13089.939906644819,10358.992556933496
3554,Abu Dhabi,13079.117547559741,10358.992556933496
3209,Sharjah,13072.142544770242,10358.992556933496
4657,Abu Dhabi,13069.251918339729,10358.992556933496
1865,Dubai,13059.118934440612,10358.992556933496
1457,Dubai,13058.849012851715,10358.992556933496
1902,Sharjah,13054.02496287823,10358.992556933496
913,Dubai,13052.225477719305,10358.992556933496
1461,Dubai,13052.063524460791,10358.992556933496
1316,Abu Dhabi,13049.318458414076,10358.992556933496
751,Dubai,13047.427534389495,10358.992556933496
4380,Abu Dhabi,13045.760987317564,10358.992556933496
4215,Sharjah,13044.203435921669,10358.992556933496
3402,Dubai,13041.721984028816,10358.992556933496
117,Dubai,13040.268515515327,10358.992556933496
4997,Sharjah,13037.559998893737,10358.992556933496
757,Abu Dhabi,13037.066981792448,10358.992556933496
2318,Abu Dhabi,13035.045414566992,10358.992556933496
333,Sharjah,13019.934033346177,10358.992556933496
2114,Dubai,13017.82851436138,10358.992556933496
3194,Abu Dhabi,13014.465520358088,10358.992556933496
2302,Abu Dhabi,13009.549064433575,10358.992556933496
1026,Abu Dhabi,13005.809012341502,10358.992556933496
3668,Abu Dhabi,13003.401082229611,10358.992556933496
4315,Sharjah,13002.859574770928,10358.992556933496
3010,Sharjah,12991.816856193542,10358.992556933496
3790,Abu Dhabi,12989.93252120018,10358.992556933496
1752,Abu Dhabi,12989.659482836723,10358.992556933496
2613,Dubai,12985.907049512862,10358.992556933496
3795,Dubai,12982.389502859114,10358.992556933496
4534,Abu Dhabi,12981.472040653227,10358.992556933496
53,Dubai,12980.330415809158,10358.992556933496
4117,Sharjah,12976.841976523401,10358.992556933496
3825,Dubai,12976.481927204131,10358.992556933496
3524,Dubai,12968.759975743298,10358.992556933496
3381,Sharjah,12965.732446599002,10358.992556933496
2268,Abu Dhabi,12964.009924745556,10358.992556933496
1616,Dubai,12962.722532892225,10358.992556933496
2899,Abu Dhabi,12961.290513324739,10358.992556933496
2351,Abu Dhabi,12959.773995745183,10358.992556933496
781,Dubai,12953.537015104295,10358.992556933496
3890,Sharjah,12951.321521568298,10358.992556933496
2968,Dubai,12950.983964920046,10358.992556933496
4103,Abu Dhabi,12949.429103374478,10358.992556933496
3439,Sharjah,12949.1648958683,10358.992556933496
2084,Sharjah,12946.957527995108,10358.992556933496
4808,Dubai,12943.719432997708,10358.992556933496
3883,Abu Dhabi,12940.7009421587,10358.992556933496
3717,Abu Dhabi,12936.044416069986,10358.992556933496
511,Sharjah,12935.535056912899,10358.992556933496
3579,Dubai,12934.281525039676,10358.992556933496
3426,Abu Dhabi,12932.821460437775,10358.992556933496
2174,Abu Dhabi,12929.884044837952,10358.992556933496
4586,Dubai,12928.90905005932,10358.992556933496
2137,Abu Dhabi,12924.227972960472,10358.992556933496
3293,Abu Dhabi,12915.405021429062,10358.992556933496
4086,Dubai,12913.002401995658,10358.992556933496
319,Sharjah,12912.701954746244,10358.992556933496
4418,Dubai,12911.64403760433,10358.992556933496
1835,Dubai,12910.257476854325,10358.992556933496
3393,Dubai,12909.384525191786,10358.992556933496
768,Dubai,12908.609923148155,10358.992556933496
3853,Abu Dhabi,12905.931950223448,10358.992556933496
2036,Dubai,12902.507481646537,10358.992556933496
2609,Dubai,12896.736519575119,10358.992556933496
464,Sharjah,12894.320475816729,10358.992556933496
4784,Sharjah,12890.929017996787,10358.992556933496
1195,Abu Dhabi,12890.350496602057,10358.992556933496
2317,Dubai,12890.22540485859,10358.992556933496
3077,Dubai,12889.792001926899,10358.992556933496
890,Dubai,12885.93355693817,10358.992556933496
130,Abu Dhabi,12884.95594687462,10358.992556933496
4994,Abu Dhabi,12881.82804441452,10358.992556933496
978,Abu Dhabi,12877.788534080983,10358.992556933496
3879,Abu Dhabi,12873.638447475434,10358.992556933496
2288,Dubai,12872.878491210939,10358.992556933496
2438,Abu Dhabi,12870.060926604276,10358.992556933496
4796,Dubai,12867.691953372956,10358.992556933496
2849,Dubai,12863.894028425217,10358.992556933496
2951,Dubai,12859.601988315582,10358.992556933496
1700,Abu Dhabi,12859.472929334643,10358.992556933496
1682,Abu Dhabi,12858.459477972985,10358.992556933496
4568,Dubai,12854.918534660339,10358.992556933496
2451,Dubai,12854.757027029991,10358.992556933496
1426,Dubai,12846.697003936764,10358.992556933496
3336,Dubai,12846.144054937362,10358.992556933496
552,Sharjah,12835.177957057953,10358.992556933496
2163,Sharjah,12828.760922646525,10358.992556933496
359,Abu Dhabi,12827.775064802168,10358.992556933496
942,Dubai,12822.847003793717,10358.992556933496
3566,Dubai,12818.682425832747,10358.992556933496
1177,Dubai,12818.542952632903,10358.992556933496
2727,Dubai,12814.248937582972,10358.992556933496
3760,Abu Dhabi,12813.916966807843,10358.992556933496
134,Sharjah,12794.696042966843,10358.992556933496
3164,Dubai,12794.68941516876,10358.992556933496
4557,Dubai,12793.076040554048,10358.992556933496
1039,Sharjah,12791.984958291056,10358.992556933496
4313,Sharjah,12786.190505933762,10358.992556933496
784,Abu Dhabi,12785.984534835816,10358.992556933496
809,Sharjah,12785.85950613022,10358.992556933496
3541,Abu Dhabi,12780.462480306625,10358.992556933496
3981,Abu Dhabi,12778.833359074591,10358.992556933496
4850,Abu Dhabi,12777.931036138536,10358.992556933496
3820,Dubai,12773.125498318674,10358.992556933496
4321,Dubai,12772.228965353968,10358.992556933496
3187,Sharjah,12771.378475165364,10358.992556933496
2925,Dubai,12771.364481484892,10358.992556933496
3458,Sharjah,12769.28947212696,10358.992556933496
2064,Dubai,12766.907030296325,10358.992556933496
4675,Abu Dhabi,12766.802982556823,10358.992556933496
3253,Dubai,12766.550047898289,10358.992556933496
4867,Abu Dhabi,12760.05644288063,10358.992556933496
4022,Abu Dhabi,12754.195422649384,10358.992556933496
1968,Dubai,12752.48500268459,10358.992556933496
2218,Sharjah,12750.38000067472,10358.992556933496
1862,Abu Dhabi,12749.43402528763,10358.992556933496
2869,Abu Dhabi,12747.415528249741,10358.992556933496
2254,Dubai,12746.37251253724,10358.992556933496
1714,Dubai,12745.581960344316,10358.992556933496
4864,Dubai,12742.71501917839,10358.992556933496
3830,Dubai,12739.975024461746,10358.992556933496
1273,Abu Dhabi,12738.928084337711,10358.992556933496
4562,Sharjah,12736.099013996125,10358.992556933496
3083,Dubai,12734.504487061502,10358.992556933496
4685,Sharjah,12734.243013334275,10358.992556933496
4952,Abu Dhabi,12732.537054038048,10358.992556933496
3100,Abu Dhabi,12732.258079361916,10358.992556933496
4669,Abu Dhabi,12730.892533612252,10358.992556933496
766,Dubai,12727.562516355514,10358.992556933496
1276,Dubai,12724.232018113138,10358.992556933496
856,Sharjah,12721.828544044492,10358.992556933496
85,Sharjah,12721.618041253092,10358.992556933496
1349,Dubai,12715.363475966453,10358.992556933496
3984,Abu Dhabi,12715.343961763383,10358.992556933496
3568,Sharjah,12713.907492303846,10358.992556933496
2349,Abu Dhabi,12713.221360015867,10358.992556933496
4847,Dubai,12709.636566329002,10358.992556933496
3,Dubai,12708.429977798465,10358.992556933496
1775,Abu Dhabi,12702.58512622118,10358.992556933496
2129,Dubai,12700.984484076502,10358.992556933496
2809,Abu Dhabi,12700.707035684587,10358.992556933496
2796,Dubai,12697.738030004504,10358.992556933496
2190,Sharjah,12695.30001423359,10358.992556933496
124,Dubai,12694.033559823036,10358.992556933496
665,Sharjah,12693.8329749465,10358.992556933496
3310,Abu Dhabi,12693.310561084749,10358.992556933496
4577,Sharjah,12690.371488952636,10358.992556933496
4211,Abu Dhabi,12689.52491412163,10358.992556933496
2068,Sharjah,12687.002479052544,10358.992556933496
738,Dubai,12685.372018575672,10358.992556933496
1626,Sharjah,12684.950414013862,10358.992556933496
3035,Dubai,12684.709468936922,10358.992556933496
3956,Dubai,12684.324958610532,10358.992556933496
3640,Dubai,12684.175491976739,10358.992556933496
2986,Sharjah,12677.360018634794,10358.992556933496
1936,Sharjah,12675.384996342658,10358.992556933496
4136,Sharjah,12672.42195813656,10358.992556933496
4813,Sharjah,12672.421024751664,10358.992556933496
20,Sharjah,12671.03645105362,10358.992556933496
632,Dubai,12664.823032426833,10358.992556933496
4467,Dubai,12662.733483123779,10358.992556933496
2445,Dubai,12660.379474735262,10358.992556933496
3387,Dubai,12658.743568038939,10358.992556933496
1071,Dubai,12654.814928245549,10358.992556933496
1056,Dubai,12654.343955111508,10358.992556933496
3252,Abu Dhabi,12653.229994297028,10358.992556933496
3515,Sharjah,12653.170499968524,10358.992556933496
4152,Abu Dhabi,12652.469486999511,10358.992556933496
3489,Dubai,12643.290067362785,10358.992556933496
437,Sharjah,12639.644500303268,10358.992556933496
3594,Dubai,12637.138029932974,10358.992556933496
364,Abu Dhabi,12636.404959988595,10358.992556933496
4643,Sharjah,12633.889023673533,10358.992556933496
3156,Sharjah,12630.092412614826,10358.992556933496
1633,Abu Dhabi,12627.007042098045,10358.992556933496
652,Dubai,12622.435550487038,10358.992556933496
4893,Abu Dhabi,12621.990537762642,10358.992556933496
4039,Abu Dhabi,12620.47100019455,10358.992556933496
470,Dubai,12619.93143107891,10358.992556933496
3016,Sharjah,12615.397486162186,10358.992556933496
1493,Dubai,12612.447992563248,10358.992556933496
4019,Sharjah,12612.269911789894,10358.992556933496
4798,Sharjah,12611.886969399455,10358.992556933496
4668,Dubai,12610.840519380572,10358.992556933496
4824,Dubai,12607.858038926124,10358.992556933496
1485,Sharjah,12604.862447547912,10358.992556933496
4082,Dubai,12604.208007419113,10358.992556933496
4735,Abu Dhabi,12602.288991260526,10358.992556933496
2380,Abu Dhabi,12602.155000448227,10358.992556933496
808,Sharjah,12601.358568859101,10358.992556933496
3419,Abu Dhabi,12588.164009547234,10358.992556933496
4181,Dubai,12587.401506674292,10358.992556933496
2792,Dubai,12585.57401723862,10358.992556933496
4839,Sharjah,12584.814049029352,10358.992556933496
3860,Sharjah,12582.27145590782,10358.992556933496
3170,Dubai,12582.042538642883,10358.992556933496
3513,Sharjah,12581.565966248512,10358.992556933496
3799,Dubai,12579.202986323833,10358.992556933496
2939,Abu Dhabi,12578.187496662142,10358.992556933496
1548,Dubai,12577.103030753133,10358.992556933496
4067,Dubai,12574.813459992407,10358.992556933496
571,Dubai,12569.28610351086,10358.992556933496
3189,Abu Dhabi,12566.284549951555,10358.992556933496
2069,Dubai,12563.538493561748,10358.992556933496
927,Dubai,12563.208977043627,10358.992556933496
1309,Sharjah,12560.667501950264,10358.992556933496
3037,Sharjah,12554.25998721123,10358.992556933496
