cust_id,city,total_spend,spend_tier
4094,Dubai,14317.780546259879,Medium
404,Abu Dhabi,14303.186460411549,Medium
655,Dubai,14284.539531421664,Medium
369,Dubai,14256.227974939344,Medium
1173,Abu Dhabi,14253.31604859829,Medium
3856,Abu Dhabi,14242.161016273498,Medium
3403,Abu Dhabi,14240.968511962888,Medium
1256,Abu Dhabi,14233.448503303525,Medium
250,Abu Dhabi,14187.478958630563,Medium
4563,Sharjah,14184.814031219485,Medium
1462,Dubai,14182.912541818616,Medium
3705,Sharjah,14176.69152019024,Medium
211,Abu Dhabi,14175.591916048528,Medium
4587,Dubai,14175.06944811344,Medium
1974,Dubai,14159.029485964775,Medium
4178,Dubai,14155.979465341567,Medium
4949,Dubai,14147.683638381957,Medium
4512,Dubai,14147.342503440383,Medium
34,Dubai,14140.53397760391,Medium
4402,Sharjah,14140.34649205208,Medium
724,Dubai,14133.479582214353,Medium
4968,Dubai,14120.308463907242,Medium
2245,Dubai,14114.048047065735,Medium
4769,Dubai,14111.109531712535,Medium
4969,Abu Dhabi,14100.28336391449,Medium
456,Abu Dhabi,14099.374478912354,Medium
4481,Abu Dhabi,14090.149067831037,Medium
1638,Abu Dhabi,14085.83412579298,Medium
1642,Sharjah,14085.58002409935,Medium
3151,Abu Dhabi,14081.820009016988,Medium
2420,Dubai,14061.520888757708,Medium
2161,Dubai,14029.268511009217,Medium
3676,Sharjah,14024.937458109856,Medium
2807,Sharjah,14018.20359659195,Medium
1096,Dubai,14016.127087974548,Medium
1648,Sharjah,14007.970444107057,Medium
301,Dubai,14000.636970138548,Medium
4014,Dubai,13988.875947427747,Medium
4546,Dubai,13984.539034128187,Medium
2591,Sharjah,13975.781921195981,Medium
3782,Dubai,13973.115400505065,Medium
4890,Dubai,13972.794486641886,Medium
4,Abu Dhabi,13960.22143473625,Medium
4684,Dubai,13946.986996650696,Medium
1585,Sharjah,13939.157469034193,Medium
2604,Sharjah,13938.971003460882,Medium
1535,Dubai,13918.85142297745,Medium
356,Dubai,13916.667900419236,Medium
3875,Dubai,13908.519000411032,Medium
526,Dubai,13908.121494817733,Medium
3448,Sharjah,13907.781053876874,Medium
743,Abu Dhabi,13896.856534790993,Medium
1575,Sharjah,13890.510059404372,Medium
2971,Sharjah,13880.266026639938,Medium
2568,Abu Dhabi,13868.475982952117,Medium
4725,Dubai,13864.271021699904,Medium
2183,Dubai,13862.78647780418,Medium
4560,Sharjah,13862.709454107287,Medium
884,Sharjah,13852.31797492504,Medium
2578,Abu Dhabi,13842.591499495507,Medium
3913,Dubai,13841.929460811616,Medium
1327,Dubai,13839.734928441048,Medium
243,Dubai,13826.188461852074,Medium
273,Sharjah,13823.395061492918,Medium
3718,Dubai,13813.66150996685,Medium
1104,Abu Dhabi,13809.972428536415,Medium
341,Dubai,13801.73445456028,Medium
2015,Abu Dhabi,13799.82546749115,Medium
1333,Sharjah,13794.551986670498,Medium
586,Dubai,13785.64844286442,Medium
3972,Dubai,13780.617496991159,Medium
229,Dubai,13776.186981725692,Medium
3184,Dubai,13765.277997732162,Medium
1290,Abu Dhabi,13756.732026910786,Medium
2261,Dubai,13743.044471359257,Medium
1115,Dubai,13741.056077528,Medium
337,Sharjah,13740.411997985837,Medium
448,Dubai,13738.90797857046,Medium
1688,Dubai,13738.582468557355,Medium
3430,Abu Dhabi,13738.267526960373,Medium
3564,Dubai,13733.16893877983,Medium
4691,Sharjah,13731.417502975462,Medium
2574,Sharjah,13727.90189538002,Medium
1948,Abu Dhabi,13727.83661074638,Medium
3435,Sharjah,13718.762504339218,Medium
1037,Abu Dhabi,13718.679986429213,Medium
1730,Sharjah,13718.618094468116,Medium
2267,Abu Dhabi,13718.599985456465,Medium
983,Dubai,13718.283507966995,Medium
716,Dubai,13707.331482768062,Medium
1789,Abu Dhabi,13703.02503168583,Medium
4245,Sharjah,13701.674444234368,Medium
1825,Dubai,13693.602950453755,Medium
540,Sharjah,13693.052499794961,Medium
2147,Dubai,13687.858024096491,Medium
3385,Sharjah,13687.140981030461,Medium
1538,Dubai,13686.99850311279,Medium
2927,Dubai,13685.835548210143,Medium
1074,Dubai,13685.525957393644,Medium
4371,Sharjah,13680.789026308059,Medium
1223,Dubai,13679.185850214957,Medium
1883,Abu Dhabi,13675.76697511673,Medium
516,Abu Dhabi,13660.91046013832,Medium
2740,Dubai,13660.440994954108,Medium
4632,Sharjah,13655.059539604186,Medium
4495,Dubai,13649.046990013123,Medium
1996,Abu Dhabi,13649.027996778488,Medium
2110,Abu Dhabi,13633.659109902383,Medium
1102,Sharjah,13632.029967546465,Medium
4233,Sharjah,13628.608469772338,Medium
3506,Sharjah,13614.019443321227,Medium
2149,Dubai,13612.500557804107,Medium
2432,Abu Dhabi,13609.036445665357,Medium
2324,Abu Dhabi,13608.385460710522,Medium
2783,Abu Dhabi,13600.970970916747,Medium
2290,Sharjah,13598.02695872784,Medium
4875,Dubai,13587.65647153854,Medium
3560,Dubai,13586.609977674483,Medium
1619,Sharjah,13586.34247684479,Medium
870,Dubai,13575.177069044112,Medium
1748,Dubai,13566.589035654068,Medium
2277,Dubai,13563.781523048878,Medium
4263,Sharjah,13561.776421582697,Medium
2975,Dubai,13560.345074427127,Medium
1545,Dubai,13556.642499518393,Medium
1914,Sharjah,13554.779565000536,Medium
265,Dubai,13552.239015293122,Medium
1387,Abu Dhabi,13534.317056441305,Medium
3688,Dubai,13533.95293302536,Medium
4360,Abu Dhabi,13529.611056447025,Medium
1372,Dubai,13522.445936083794,Medium
3801,Dubai,13522.142077660563,Medium
2359,Dubai,13519.67249224186,Medium
2076,Sharjah,13507.269550919535,Medium
1061,Sharjah,13503.267088341709,Medium
1090,Dubai,13497.7355740428,Medium
4308,Dubai,13494.967064237597,Medium
2717,Abu Dhabi,13494.230957365035,Medium
1348,Abu Dhabi,13494.134549665452,Medium
2437,Dubai,13492.538567614552,Medium
2758,Dubai,13487.412506818773,Medium
1393,Sharjah,13480.811380636693,Medium
2328,Dubai,13479.638536381719,Medium
807,Dubai,13476.635431623461,Medium
2832,Dubai,13474.945986557008,Medium
3362,Dubai,13471.056508922578,Medium
3614,Abu Dhabi,13470.555035972597,Medium
1692,Dubai,13468.067422628405,Medium
791,Sharjah,13464.245480751988,Medium
1777,Dubai,13462.675563764575,Medium
3535,Abu Dhabi,13459.422472226619,Medium
1728,Sharjah,13456.081993961332,Medium
2342,Dubai,13455.997574973106,Medium
405,Dubai,13438.297536230086,Medium
656,Abu Dhabi,13432.879493045808,Medium
492,Dubai,13431.08988580704,Medium
3407,Dubai,13412.310975003242,Medium
3864,Sharjah,13400.256514406203,Medium
4942,Dubai,13399.370191073416,Medium
4212,Abu Dhabi,13395.566499137876,Medium
3331,Dubai,13391.097872257233,Medium
3288,Abu Dhabi,13391.083376049995,Medium
357,Dubai,13389.738021564483,Medium
2512,Abu Dhabi,13378.231981897356,Medium
1143,Dubai,13372.294085359574,Medium
4336,Sharjah,13370.283522987367,Medium
2344,Dubai,13369.57752418518,Medium
681,Dubai,13364.456601071357,Medium
1982,Dubai,13357.94788761139,Medium
4911,Sharjah,13348.183984661104,Medium
2030,Dubai,13344.439571642877,Medium
4398,Sharjah,13342.305051827432,Medium
4572,Dubai,13335.914455795288,Medium
828,Abu Dhabi,13333.929981565474,Medium
1604,Abu Dhabi,13332.466988706587,Medium
3169,Dubai,13332.451449227334,Medium
1843,Dubai,13331.407054471973,Medium
1591,Dubai,13330.960932421689,Medium
878,Abu Dhabi,13330.785027003287,Medium
4959,Dubai,13326.631378126147,Medium
142,Sharjah,13322.152943897245,Medium
2919,Dubai,13317.819923877716,Medium
590,Abu Dhabi,13317.441478276254,Medium
3294,Dubai,13317.100481152536,Medium
372,Sharjah,13303.695464968683,Medium
1878,Dubai,13302.898487901686,Medium
1111,Abu Dhabi,13301.804929590224,Medium
2250,Abu Dhabi,13300.597975993154,Medium
4343,Dubai,13295.829564309119,Medium
2744,Sharjah,13290.697977256772,Medium
1508,Abu Dhabi,13289.85942349434,Medium
3337,Dubai,13289.548009419439,Medium
4017,Sharjah,13281.794416904451,Medium
1431,Dubai,13280.225033402445,Medium
1583,Dubai,13270.349979424476,Medium
2679,Sharjah,13264.856028699875,Medium
3043,Abu Dhabi,13258.21347692013,Medium
2812,Dubai,13258.15894203186,Medium
4567,Abu Dhabi,13257.990950250623,Medium
506,Sharjah,13257.966570854189,Medium
3636,Abu Dhabi,13257.048057603835,Medium
2900,Abu Dhabi,13254.596494197847,Medium
713,Dubai,13247.619119024277,Medium
366,Dubai,13247.482035779954,Medium
4731,Dubai,13243.003998816015,Medium
1481,Dubai,13242.880019164084,Medium
1957,Abu Dhabi,13238.709993600844,Medium
916,Abu Dhabi,13232.608510303498,Medium
2524,Dubai,13232.433053421975,Medium
245,Dubai,13225.287601685524,Medium
1477,Dubai,13222.281419920922,Medium
3698,Abu Dhabi,13220.729975128175,Medium
4450,Dubai,13216.355481910705,Medium
4945,Dubai,13210.936975789069,Medium
795,Sharjah,13204.6055290699,Medium
227,Abu Dhabi,13201.602560853958,Medium
4472,Abu Dhabi,13199.531512832642,Medium
1093,Abu Dhabi,13199.414541840551,Medium
4513,Dubai,13199.327978229521,Medium
483,Dubai,13193.200997710226,Medium
2930,Dubai,13193.056548690796,Medium
1537,Dubai,13181.439472126962,Medium
4239,Dubai,13181.066568374634,Medium
2170,Dubai,13177.97700893879,Medium
1679,Dubai,13172.002991116047,Medium
1842,Dubai,13168.847646141048,Medium
4645,Dubai,13159.617518115047,Medium
4088,Dubai,13154.913594007494,Medium
707,Dubai,13153.737023663522,Medium
4783,Dubai,13153.22909834385,Medium
2252,Dubai,13148.528515124322,Medium
386,Abu Dhabi,13146.054046106336,Medium
3045,Dubai,13142.910427713394,Medium
838,Sharjah,13141.6519990921,Medium
2439,Dubai,13139.789487552645,Medium
946,Dubai,13138.105988693236,Medium
4630,Dubai,13137.223875045775,Medium
1701,Dubai,13136.444032478334,Medium
4366,Dubai,13135.431006383895,Medium
1706,Dubai,13135.053492212293,Medium
4500,Sharjah,13131.903979253766,Medium
4361,Abu Dhabi,13116.534476304056,Medium
3476,Sharjah,13115.484585142138,Medium
340,Abu Dhabi,13111.310521292684,Medium
2774,Dubai,13105.106578159333,Medium
190,Sharjah,13104.22248315811,Medium
3495,Sharjah,13101.779001259807,Medium
2350,Dubai,13095.05444974899,Medium
601,Abu Dhabi,13094.66641819477,Medium
4811,Dubai,13093.031987810138,Medium
1812,Dubai,13091.451990270614,Medium
2386,Dubai,13089.939906644819,Medium
3554,Abu Dhabi,13079.117547559741,Medium
3209,Sharjah,13072.142544770242,Medium
4657,Abu Dhabi,13069.251918339729,Medium
1865,Dubai,13059.118934440612,Medium
1457,Dubai,13058.849012851715,Medium
1902,Sharjah,13054.02496287823,Medium
913,Dubai,13052.225477719305,Medium
1461,Dubai,13052.063524460791,Medium
1316,Abu Dhabi,13049.318458414076,Medium
751,Dubai,13047.427534389495,Medium
4380,Abu Dhabi,13045.760987317564,Medium
4215,Sharjah,13044.203435921669,Medium
3402,Dubai,13041.721984028816,Medium
117,Dubai,13040.268515515327,Medium
4997,Sharjah,13037.559998893737,Medium
757,Abu Dhabi,13037.066981792448,Medium
2318,Abu Dhabi,13035.045414566992,Medium
333,Sharjah,13019.934033346177,Medium
2114,Dubai,13017.82851436138,Medium
3194,Abu Dhabi,13014.465520358088,Medium
2302,Abu Dhabi,13009.549064433575,Medium
1026,Abu Dhabi,13005.809012341502,Medium
3668,Abu Dhabi,13003.401082229611,Medium
4315,Sharjah,13002.859574770928,Medium
3010,Sharjah,12991.816856193542,Medium
3790,Abu Dhabi,12989.93252120018,Medium
1752,Abu Dhabi,12989.659482836723,Medium
2613,Dubai,12985.907049512862,Medium
3795,Dubai,12982.389502859114,Medium
4534,Abu Dhabi,12981.472040653227,Medium
53,Dubai,12980.330415809158,Medium
4117,Sharjah,12976.841976523401,Medium
3825,Dubai,12976.481927204131,Medium
3524,Dubai,12968.759975743298,Medium
3381,Sharjah,12965.732446599002,Medium
2268,Abu Dhabi,12964.009924745556,Medium
1616,Dubai,12962.722532892225,Medium
2899,Abu Dhabi,12961.290513324739,Medium
2351,Abu Dhabi,12959.773995745183,Medium
781,Dubai,12953.537015104295,Medium
3890,Sharjah,12951.321521568298,Medium
2968,Dubai,12950.983964920046,Medium
4103,Abu Dhabi,12949.429103374478,Medium
3439,Sharjah,12949.1648958683,Medium
2084,Sharjah,12946.957527995108,Medium
4808,Dubai,12943.719432997708,Medium
3883,Abu Dhabi,12940.7009421587,Medium
3717,Abu Dhabi,12936.044416069986,Medium
511,Sharjah,12935.535056912899,Medium
3579,Dubai,12934.281525039676,Medium
3426,Abu Dhabi,12932.821460437775,Medium
2174,Abu Dhabi,12929.884044837952,Medium
4586,Dubai,12928.90905005932,Medium
2137,Abu Dhabi,12924.227972960472,Medium
3293,Abu Dhabi,12915.405021429062,Medium
4086,Dubai,12913.002401995658,Medium
319,Sharjah,12912.701954746244,Medium
4418,Dubai,12911.64403760433,Medium
1835,Dubai,12910.257476854325,Medium
3393,Dubai,12909.384525191786,Medium
768,Dubai,12908.609923148155,Medium
3853,Abu Dhabi,12905.931950223448,Medium
2036,Dubai,12902.507481646537,Medium
2609,Dubai,12896.736519575119,Medium
464,Sharjah,12894.320475816729,Medium
4784,Sharjah,12890.929017996787,Medium
1195,Abu Dhabi,12890.350496602057,Medium
2317,Dubai,12890.22540485859,Medium
3077,Dubai,12889.792001926899,Medium
890,Dubai,12885.93355693817,Medium
130,Abu Dhabi,12884.95594687462,Medium
4994,Abu Dhabi,12881.82804441452,Medium
978,Abu Dhabi,12877.788534080983,Medium
3879,Abu Dhabi,12873.638447475434,Medium
2288,Dubai,12872.878491210939,Medium
2438,Abu Dhabi,12870.060926604276,Medium
4796,Dubai,12867.691953372956,Medium
2849,Dubai,12863.894028425217,Medium
2951,Dubai,12859.601988315582,Medium
1700,Abu Dhabi,12859.472929334643,Medium
1682,Abu Dhabi,12858.459477972985,Medium
4568,Dubai,12854.918534660339,Medium
2451,Dubai,12854.757027029991,Medium
1426,Dubai,12846.697003936764,Medium
3336,Dubai,12846.144054937362,Medium
552,Sharjah,12835.177957057953,Medium
2163,Sharjah,12828.760922646525,Medium
359,Abu Dhabi,12827.775064802168,Medium
942,Dubai,12822.847003793717,Medium
3566,Dubai,12818.682425832747,Medium
1177,Dubai,12818.542952632903,Medium
2727,Dubai,12814.248937582972,Medium
3760,Abu Dhabi,12813.916966807843,Medium
134,Sharjah,12794.696042966843,Medium
3164,Dubai,12794.68941516876,Medium
4557,Dubai,12793.076040554048,Medium
1039,Sharjah,12791.984958291056,Medium
4313,Sharjah,12786.190505933762,Medium
784,Abu Dhabi,12785.984534835816,Medium
809,Sharjah,12785.85950613022,Medium
3541,Abu Dhabi,12780.462480306625,Medium
3981,Abu Dhabi,12778.833359074591,Medium
4850,Abu Dhabi,12777.931036138536,Medium
3820,Dubai,12773.125498318674,Medium
4321,Dubai,12772.228965353968,Medium
3187,Sharjah,12771.378475165364,Medium
2925,Dubai,12771.364481484892,Medium
3458,Sharjah,12769.28947212696,Medium
2064,Dubai,12766.907030296325,Medium
4675,Abu Dhabi,12766.802982556823,Medium
3253,Dubai,12766.550047898289,Medium
4867,Abu Dhabi,12760.05644288063,Medium
4022,Abu Dhabi,12754.195422649384,Medium
1968,Dubai,12752.48500268459,Medium
2218,Sharjah,12750.38000067472,Medium
1862,Abu Dhabi,12749.43402528763,Medium
2869,Abu Dhabi,12747.415528249741,Medium
2254,Dubai,12746.37251253724,Medium
1714,Dubai,12745.581960344316,Medium
4864,Dubai,12742.71501917839,Medium
3830,Dubai,12739.975024461746,Medium
1273,Abu Dhabi,12738.928084337711,Medium
4562,Sharjah,12736.099013996125,Medium
3083,Dubai,12734.504487061502,Medium
4685,Sharjah,12734.243013334275,Medium
4952,Abu Dhabi,12732.537054038048,Medium
3100,Abu Dhabi,12732.258079361916,Medium
4669,Abu Dhabi,12730.892533612252,Medium
766,Dubai,12727.562516355514,Medium
1276,Dubai,12724.232018113138,Medium
856,Sharjah,12721.828544044492,Medium
85,Sharjah,12721.618041253092,Medium
1349,Dubai,12715.363475966453,Medium
3984,Abu Dhabi,12715.343961763383,Medium
3568,Sharjah,12713.907492303846,Medium
2349,Abu Dhabi,12713.221360015867,Medium
4847,Dubai,12709.636566329002,Medium
3,Dubai,12708.429977798465,Medium
1775,Abu Dhabi,12702.58512622118,Medium
2129,Dubai,12700.984484076502,Medium
2809,Abu Dhabi,12700.707035684587,Medium
2796,Dubai,12697.738030004504,Medium
2190,Sharjah,12695.30001423359,Medium
124,Dubai,12694.033559823036,Medium
665,Sharjah,12693.8329749465,Medium
3310,Abu Dhabi,12693.310561084749,Medium
4577,Sharjah,12690.371488952636,Medium
4211,Abu Dhabi,12689.52491412163,Medium
2068,Sharjah,12687.002479052544,Medium
738,Dubai,12685.372018575672,Medium
1626,Sharjah,12684.950414013862,Medium
3035,Dubai,12684.709468936922,Medium
3956,Dubai,12684.324958610532,Medium
3640,Dubai,12684.175491976739,Medium
2986,Sharjah,12677.360018634794,Medium
1936,Sharjah,12675.384996342658,Medium
4136,Sharjah,12672.42195813656,Medium
4813,Sharjah,12672.421024751664,Medium
20,Sharjah,12671.03645105362,Medium
632,Dubai,12664.823032426833,Medium
4467,Dubai,12662.733483123779,Medium
2445,Dubai,12660.379474735262,Medium
3387,Dubai,12658.743568038939,Medium
1071,Dubai,12654.814928245549,Medium
1056,Dubai,12654.343955111508,Medium
3252,Abu Dhabi,12653.229994297028,Medium
3515,Sharjah,12653.170499968524,Medium
4152,Abu Dhabi,12652.469486999511,Medium
3489,Dubai,12643.290067362785,Medium
437,Sharjah,12639.644500303268,Medium
3594,Dubai,12637.138029932974,Medium
364,Abu Dhabi,12636.404959988595,Medium
4643,Sharjah,12633.889023673533,Medium
3156,Sharjah,12630.092412614826,Medium
1633,Abu Dhabi,12627.007042098045,Medium
652,Dubai,12622.435550487038,Medium
4893,Abu Dhabi,12621.990537762642,Medium
4039,Abu Dhabi,12620.47100019455,Medium
470,Dubai,12619.93143107891,Medium
3016,Sharjah,12615.397486162186,Medium
1493,Dubai,12612.447992563248,Medium
4019,Sharjah,12612.269911789894,Medium
4798,Sharjah,12611.886969399455,Medium
4668,Dubai,12610.840519380572,Medium
4824,Dubai,12607.858038926124,Medium
1485,Sharjah,12604.862447547912,Medium
4082,Dubai,12604.208007419113,Medium
4735,Abu Dhabi,12602.288991260526,Medium
2380,Abu Dhabi,12602.155000448227,Medium
808,Sharjah,12601.358568859101,Medium
3419,Abu Dhabi,12588.164009547234,Medium
4181,Dubai,12587.401506674292,Medium
2792,Dubai,12585.57401723862,Medium
4839,Sharjah,12584.814049029352,Medium
3860,Sharjah,12582.27145590782,Medium
3170,Dubai,12582.042538642883,Medium
3513,Sharjah,12581.565966248512,Medium
3799,Dubai,12579.202986323833,Medium
2939,Abu Dhabi,12578.187496662142,Medium
1548,Dubai,12577.103030753133,Medium
4067,Dubai,12574.813459992407,Medium
571,Dubai,12569.28610351086,Medium
3189,Abu Dhabi,12566.284549951555,Medium
2069,Dubai,12563.538493561748,Medium
927,Dubai,12563.208977043627,Medium
1309,Sharjah,12560.667501950264,Medium
3037,Sharjah,12554.25998721123,Medium
410,Abu Dhabi,12549.213580608368,Medium
4335,Dubai,12548.744972133636,Medium
1411,Dubai,12545.36196846962,Medium
4922,Abu Dhabi,12541.595028448104,Medium
4530,Dubai,12541.356961345678,Medium
3446,Dubai,12540.480994057654,Medium
2272,Abu Dhabi,12531.55538496971,Medium
3364,Sharjah,12529.73754093647,Medium
3817,Abu Dhabi,12529.605446267127,Medium
4506,Abu Dhabi,12529.513052010534,Medium
3051,Dubai,12527.04598271847,Medium
2059,Dubai,12525.859481430054,Medium
2934,Abu Dhabi,12523.866967773436,Medium
2965,Dubai,12521.5924384594,Medium
315,Dubai,12520.638034296035,Medium
1314,Abu Dhabi,12517.121521568299,Medium
1248,Sharjah,12512.429897761345,Medium
1007,Dubai,12509.241473150254,Medium
3007,Abu Dhabi,12508.3729701519,Medium
672,Sharjah,12505.49999756813,Medium
4433,Sharjah,12498.745068502425,Medium
2199,Abu Dhabi,12497.924972248078,Medium
1049,Abu Dhabi,12497.44442474842,Medium
475,Dubai,12491.126974272729,Medium
2518,Abu Dhabi,12491.04094312191,Medium
2982,Dubai,12489.815428566932,Medium
2037,Dubai,12489.640526390076,Medium
899,Dubai,12486.842028188705,Medium
764,Abu Dhabi,12479.914432668684,Medium
1655,Dubai,12478.309515547751,Medium
682,Abu Dhabi,12475.391006326676,Medium
3585,Dubai,12473.852549850935,Medium
4624,Dubai,12471.910571336752,Medium
67,Sharjah,12471.519537496566,Medium
4175,Dubai,12471.043956708905,Medium
1317,Dubai,12467.212497544288,Medium
1564,Abu Dhabi,12466.456917786598,Medium
240,Abu Dhabi,12464.23844075203,Medium
545,Sharjah,12460.109471940994,Medium
922,Sharjah,12458.768495821952,Medium
1305,Sharjah,12456.069451665879,Medium
3412,Abu Dhabi,12455.888475561142,Medium
3485,Dubai,12455.72410480976,Medium
3306,Abu Dhabi,12454.335968923568,Medium
1503,Abu Dhabi,12453.823043584824,Medium
444,Abu Dhabi,12453.817431521418,Medium
660,Abu Dhabi,12453.745018005367,Medium
550,Dubai,12449.762049293518,Medium
3733,Sharjah,12448.431973445415,Medium
58,Sharjah,12447.954988527297,Medium
1291,Abu Dhabi,12441.571947264672,Medium
932,Dubai,12439.711560654641,Medium
3071,Sharjah,12435.649489641188,Medium
1845,Sharjah,12433.173464846612,Medium
2056,Dubai,12431.113486230375,Medium
1941,Abu Dhabi,12427.01705365181,Medium
2385,Dubai,12426.70156235695,Medium
3602,Sharjah,12424.920079278945,Medium
3978,Dubai,12423.240446519852,Medium
260,Sharjah,12423.015549373627,Medium
1815,Dubai,12421.890989017485,Medium
4826,Sharjah,12421.759932422636,Medium
2244,Sharjah,12420.703050565717,Medium
970,Dubai,12420.326392173767,Medium
3780,Abu Dhabi,12420.100014567373,Medium
3979,Dubai,12419.742975091935,Medium
733,Dubai,12417.926639676094,Medium
4036,Sharjah,12410.858393907547,Medium
3784,Sharjah,12407.102471995351,Medium
3263,Dubai,12406.18904604912,Medium
1550,Dubai,12406.062404638522,Medium
1496,Dubai,12404.866394472123,Medium
1589,Dubai,12400.605451989173,Medium
3413,Sharjah,12398.999449872972,Medium
2279,Abu Dhabi,12396.023559713363,Medium
568,Dubai,12393.994441890716,Medium
4488,Abu Dhabi,12393.887066030506,Medium
1964,Sharjah,12389.329496359827,Medium
502,Dubai,12389.128997373582,Medium
3744,Dubai,12388.559101891517,Medium
2659,Abu Dhabi,12385.963009679317,Medium
1450,Dubai,12384.628464531897,Medium
1822,Sharjah,12383.601594114301,Medium
2534,Dubai,12382.32054579258,Medium
4860,Dubai,12381.838952732081,Medium
86,Dubai,12376.511004424096,Medium
1611,Abu Dhabi,12375.401039791108,Medium
2521,Dubai,12372.644997167588,Medium
3211,Dubai,12372.228963947295,Medium
2164,Dubai,12369.022040128708,Medium
1631,Dubai,12366.249960505962,Medium
2052,Abu Dhabi,12364.069492340086,Medium
3073,Abu Dhabi,12363.970615434648,Medium
2730,Sharjah,12363.076520228386,Medium
2226,Sharjah,12362.547973835472,Medium
2088,Abu Dhabi,12360.997981357577,Medium
3467,Dubai,12357.026026344298,Medium
667,Abu Dhabi,12355.646511244775,Medium
3165,Dubai,12353.698970937732,Medium
1172,Abu Dhabi,12352.688474225997,Medium
1840,Abu Dhabi,12352.182477521896,Medium
157,Dubai,12347.989007759095,Medium
4950,Abu Dhabi,12347.602493190769,Medium
4871,Abu Dhabi,12346.877495718003,Medium
952,Dubai,12344.857507574556,Medium
3464,Abu Dhabi,12344.848009777068,Medium
4704,Dubai,12344.73649790287,Medium
2300,Dubai,12342.400975227356,Medium
